Att,Cmp,Pct,Yds,YPA,TD%,Int,Int%,Lg,Sack,Loss,Rate,TD
238,128,53.8,1402,5.9,2.5,4,1.7,66,14,98,72.8,6
522,318,60.9,3303,6.3,3.6,24,4.6,66,30,199,72.2,19
325,200,61.5,2002,6.2,2.2,11,3.4,48,43,210,72.1,7
324,173,53.4,1981,6.1,3.7,10,3.1,48,18,142,71.5,12
388,221,57,2457,6.3,3.1,15,3.9,42,37,225,70.1,12
486,274,56.4,2833,5.8,2.5,17,3.5,53,47,235,67,12
343,190,55.4,1935,5.6,1.7,9,2.6,51,40,202,66.6,6
457,233,51,3054,6.7,3.9,21,4.6,67,35,236,66.4,18
252,157,62.3,1670,6.6,2.4,14,5.6,93,34,174,66.4,6
429,214,49.9,2494,5.8,3.5,15,3.5,54,16,99,65,15
274,135,49.3,1652,6,2.9,12,4.4,60,18,125,59.7,8
319,166,52,1514,4.7,1.3,10,3.1,43,16,87,56.3,4
461,324,70.3,3969,8.6,7.6,10,2.2,69,31,163,112.8,35
582,363,62.4,3882,6.7,5.7,14,2.4,49,31,188,90.7,33
615,385,62.6,4453,7.2,4.9,17,2.8,64,18,113,89.2,30
494,307,62.1,3490,7.1,3.2,10,2,63,46,303,85.7,16
361,233,64.5,2676,7.4,3.6,12,3.3,90,14,59,84.9,13
540,346,64.1,3855,7.1,4.1,18,3.3,78,21,164,84.9,22
448,285,63.6,3114,7,4.9,17,3.8,83,34,244,84.6,22
493,299,60.6,3283,6.7,3.2,9,1.8,57,19,132,83.6,16
524,322,61.5,3734,7.1,4.4,18,3.4,85,32,206,83.3,23
399,225,56.4,2919,7.3,4,10,2.5,71,22,129,82.5,16
453,264,58.3,3209,7.1,3.8,12,2.6,99,25,223,81.6,17
455,263,57.8,3334,7.3,4.4,16,3.5,77,41,232,80.8,20
601,371,61.7,4264,7.1,3,19,3.2,65,29,235,79.9,18
370,212,57.3,2443,6.6,3.5,9,2.4,60,35,250,78.9,13
343,208,60.6,2078,6.1,2.9,8,2.3,50,11,52,77.9,10
440,255,58,2782,6.3,3.9,13,3,69,19,134,77.3,17
306,156,51,2154,7,4.6,9,2.9,76,19,120,76.9,14
490,265,54.1,3229,6.6,3.3,13,2.7,93,43,333,74.4,16
691,400,57.9,4555,6.6,3.6,27,3.9,62,22,139,73.6,25
317,173,54.6,2104,6.6,5,14,4.4,54,28,193,73.6,16
350,201,57.4,2536,7.2,3.4,16,4.6,53,42,248,72.5,12
376,207,55.1,2575,6.8,4.3,18,4.8,81,12,83,70.7,16
381,195,51.2,2151,5.6,2.9,7,1.8,51,27,145,70.2,11
238,133,55.9,1510,6.3,1.7,7,2.9,48,11,85,68.4,4
231,131,56.7,1327,5.7,2.6,9,3.9,56,24,165,65.7,6
240,121,50.4,1287,5.4,2.5,7,2.9,44,27,166,62.6,6
246,119,48.4,1456,5.9,4.1,11,4.5,34,12,63,62,10
255,130,51,1545,6.1,2,9,3.5,63,20,129,61.6,5
265,120,45.3,1658,6.3,3.8,12,4.5,81,12,83,59.6,10
314,200,63.7,2575,8.2,5.4,5,1.6,52,36,219,100.7,17
570,359,63,4413,7.7,6.7,13,2.3,99,33,217,99.5,38
432,280,64.8,3304,7.6,3.7,7,1.6,50,14,89,93.6,16
522,315,60.3,3838,7.4,5.6,10,1.9,76,15,95,93.5,29
583,346,59.3,4338,7.4,5.5,12,2.1,91,31,145,92.3,32
447,299,66.9,3200,7.2,4.5,11,2.5,57,25,115,92.3,20
606,377,62.2,4228,7,5.4,14,2.3,85,38,277,91.5,33
482,309,64.1,3668,7.6,5,15,3.1,67,22,153,90.8,24
557,336,60.3,4143,7.4,4.3,11,2,62,43,270,89.5,24
356,225,63.2,2460,6.9,4.8,10,2.8,76,21,173,87.8,17
392,241,61.5,2883,7.4,4.3,10,2.6,70,17,87,87.8,17
416,246,59.1,2970,7.1,4.1,7,1.7,71,15,126,87.7,17
567,345,60.8,3970,7,4.6,14,2.5,70,27,210,87,26
542,316,58.3,3970,7.3,4.8,14,2.6,62,22,180,86.4,26
346,201,58.1,2168,6.3,4.3,7,2,45,39,238,82.6,15
286,172,60.1,1998,7,4.2,9,3.1,80,22,133,82.2,12
567,326,57.5,3822,6.7,4.9,17,3,88,24,152,82.1,28
458,255,55.7,3130,6.8,4.8,13,2.8,77,26,181,81.1,22
478,282,59,3381,7.1,3.6,14,2.9,51,23,197,80.4,17
520,293,56.3,3121,6,4,10,1.9,60,21,158,79.5,21
405,232,57.3,2623,6.5,4.4,15,3.7,72,31,244,76.2,18
456,254,55.7,2814,6.2,2.4,10,2.2,57,44,206,73.1,11
521,304,58.3,3554,6.8,3.1,21,4,48,53,380,72.6,16
389,221,56.8,2275,5.8,4.1,15,3.9,43,27,198,71.4,16
396,199,50.3,2751,6.9,3.3,13,3.3,73,23,192,70.2,13
375,215,57.3,2326,6.2,2.1,14,3.7,37,33,166,67.3,8
636,323,50.8,3507,5.5,2,16,2.5,47,23,170,63.7,13
391,209,53.5,2564,6.6,3.3,20,5.1,59,42,255,63.7,13
433,214,49.4,2717,6.3,3.2,19,4.4,89,24,150,61.9,14
415,224,54,2774,6.7,1,18,4.3,64,47,331,60.1,4
316,214,67.7,2410,7.6,4.4,6,1.9,52,34,160,97.2,14
543,325,59.9,3899,7.2,7.2,13,2.4,80,40,241,95.8,39
311,195,62.7,2258,7.3,5.5,10,3.2,82,15,119,89.4,17
466,287,61.6,3328,7.1,5.6,14,3,51,26,194,89.2,26
549,325,59.2,4177,7.6,6,19,3.5,86,34,270,88.7,33
373,221,59.2,2795,7.5,4.6,9,2.4,74,18,131,87.8,17
557,353,63.4,4367,7.8,3.4,20,3.6,62,50,257,84,19
623,373,59.9,4086,6.6,4.3,15,2.4,84,30,190,83.7,27
402,242,60.2,2548,6.3,5.7,14,3.5,62,32,181,83.2,23
401,238,59.4,2911,7.3,3.7,13,3.2,42,27,171,80.8,15
549,308,56.1,3624,6.6,4.4,14,2.6,61,44,278,80.3,24
465,296,63.7,3126,6.7,2.6,13,2.8,61,18,120,80.1,12
320,184,57.5,2099,6.6,5,11,3.4,63,25,153,79.7,16
364,204,56,2454,6.7,3.8,9,2.5,55,18,114,79.4,14
470,270,57.4,3453,7.3,2.6,11,2.3,52,22,134,79.3,12
416,232,55.8,2670,6.4,4.3,13,3.1,63,20,187,76.7,18
405,232,57.3,2630,6.5,3.2,11,2.7,51,36,190,76.3,13
377,226,59.9,2278,6,3.7,12,3.2,53,14,104,76.3,14
274,146,53.3,1624,5.9,4.4,7,2.6,69,19,120,75.1,12
437,253,57.9,2917,6.7,3.9,17,3.9,62,36,199,74.9,17
379,222,58.6,2810,7.4,3.7,19,5,67,37,287,73.2,14
488,294,60.2,3152,6.5,4.5,25,5.1,57,27,150,72.9,22
401,222,55.4,2767,6.9,3.7,17,4.2,70,16,105,71.8,15
368,192,52.2,2544,6.9,4.1,15,4.1,77,48,306,71,15
339,190,56,2293,6.8,3.2,14,4.1,64,17,109,70.6,11
464,267,57.5,2797,6,2.6,16,3.4,51,19,154,69.4,12
331,175,52.9,2205,6.7,4.5,16,4.8,52,14,94,68.9,15
247,134,54.3,1610,6.5,2.8,9,3.6,54,19,122,68.7,7
438,235,53.7,2572,5.9,2.7,13,3,69,22,161,68,12
482,267,55.4,2859,5.9,2.5,19,3.9,45,28,207,64.8,12
398,214,53.8,2412,6.1,3,20,5,37,49,276,61.3,12
265,136,51.3,1546,5.8,1.9,12,4.5,60,22,84,56.6,5
356,241,67.7,3029,8.5,5.3,6,1.7,82,35,220,104.7,19
342,202,59.1,2692,7.9,5.8,7,2,56,39,261,95.1,20
513,304,59.3,3867,7.5,6.8,16,3.1,74,25,176,92.6,35
435,264,60.7,3281,7.5,4.1,7,1.6,75,33,189,91.2,18
521,290,55.7,3917,7.5,5.6,9,1.7,76,58,430,91.2,29
522,314,60.2,3706,7.1,5.4,15,2.9,76,30,258,87.7,28
502,280,55.8,3635,7.2,5.4,11,2.2,78,34,203,87.5,27
309,189,61.2,2060,6.7,3.2,4,1.3,58,41,256,86.2,10
452,275,60.8,3036,6.7,4.4,12,2.7,56,26,164,84.5,20
225,128,56.9,1573,7,4.9,6,2.7,72,28,183,83.8,11
528,313,59.3,3678,7,4.7,16,3,60,30,192,83.7,25
386,217,56.2,2555,6.6,5.4,11,2.8,59,32,196,82.8,21
548,319,58.2,3780,6.9,2.9,11,2,55,20,132,80.7,16
460,259,56.3,2796,6.1,3.7,7,1.5,70,45,289,80.3,17
509,293,57.6,3484,6.8,3.7,14,2.8,79,41,271,79.6,19
314,179,57,1943,6.2,3.5,6,1.9,55,19,150,79.1,11
518,292,56.4,3283,6.3,3.7,12,2.3,64,33,269,78,19
317,184,58,2125,6.7,2.5,7,2.2,50,39,244,77.6,8
470,271,57.7,2971,6.3,3.8,15,3.2,54,20,129,75.9,18
440,236,53.6,3020,6.9,4.8,17,3.9,69,20,152,75.2,21
477,275,57.7,3011,6.3,2.9,14,2.9,78,25,149,74,14
244,134,54.9,1567,6.4,2.9,6,2.5,57,19,94,73.9,7
402,204,50.7,2682,6.7,4.2,12,3,52,23,146,73.8,17
296,157,53,2203,7.4,5.1,15,5.1,70,52,291,73.1,15
487,252,51.7,3254,6.7,2.9,13,2.7,76,43,317,71.5,14
225,121,53.8,1488,6.6,2.2,6,2.7,72,18,144,70.8,5
294,156,53.1,1740,5.9,3.7,9,3.1,68,19,171,70.7,11
415,216,52,2665,6.4,3.4,13,3.1,55,31,190,70.4,14
391,215,55,2367,6.1,3.1,13,3.3,77,39,278,69.5,12
250,130,52,1408,5.6,1.6,5,2,47,16,115,65.9,4
237,118,49.8,1357,5.7,2.5,10,4.2,61,21,168,58.3,6
381,200,52.5,2124,5.6,2.9,21,5.5,59,27,200,55.7,11
425,259,60.9,3704,8.7,8,10,2.4,67,20,132,106,34
421,259,61.5,3256,7.7,6.9,7,1.7,82,19,140,101.6,29
517,322,62.3,4170,8.1,7,12,2.3,81,48,234,101.1,36
327,190,58.1,3154,9.6,7.6,12,3.7,78,45,283,100.9,25
356,210,59,2806,7.9,6.2,10,2.8,58,18,135,93,22
343,212,61.8,2216,6.5,4.4,4,1.2,76,30,217,90.2,15
354,208,58.8,2601,7.3,5.6,9,2.5,78,28,172,89.9,20
315,187,59.4,2330,7.4,3.8,5,1.6,67,9,58,88.5,12
343,216,63,2613,7.6,5,12,3.5,68,44,251,88.2,17
551,347,63,4212,7.6,5.6,23,4.2,84,38,223,87.8,31
354,202,57.1,2711,7.7,5.6,11,3.1,84,12,78,87.4,20
303,173,57.1,2178,7.2,3.6,6,2,98,37,222,83.5,11
250,151,60.4,1823,7.3,3.6,7,2.8,79,10,71,83.1,9
509,278,54.6,3441,6.8,4.5,11,2.2,75,49,338,81.8,23
481,263,54.7,3633,7.6,4.2,14,2.9,86,36,295,80.9,20
354,206,58.2,2305,6.5,2.8,6,1.7,80,25,155,80.1,10
492,289,58.7,3228,6.6,3,10,2,47,33,176,80.1,15
537,310,57.7,3497,6.5,4.3,15,2.8,61,23,178,80,23
258,145,56.2,1632,6.3,4.3,8,3.1,45,22,140,76.6,11
547,324,59.2,3737,6.8,3.1,20,3.7,57,49,280,75,17
429,225,52.4,2729,6.4,4.9,15,3.5,79,27,172,74,21
293,164,56,1839,6.3,4.1,11,3.8,66,23,145,72.9,12
575,326,56.7,3739,6.5,4.5,28,4.9,78,22,109,71.2,26
408,241,59.1,2535,6.2,1.7,14,3.4,80,41,237,68.6,7
299,160,53.5,1603,5.4,3.7,10,3.3,46,22,172,67.3,11
458,252,55,2560,5.6,2.4,18,3.9,55,33,211,62.9,11
353,170,48.2,2213,6.3,3.4,15,4.2,89,31,191,62,12
260,135,51.9,1754,6.7,3.8,16,6.2,47,36,207,60.6,10
320,149,46.6,1803,5.6,2.5,19,5.9,55,15,111,48,8
224,114,50.9,961,4.3,0,9,4,38,35,185,45.6,0
245,111,45.3,1289,5.3,0.8,15,6.1,67,22,140,39,2
461,267,57.9,3586,7.8,5.9,11,2.4,75,36,240,92.3,27
395,233,59,2797,7.1,5.1,13,3.3,62,34,263,83.9,20
530,332,62.6,4082,7.7,4.5,24,4.5,65,28,195,82.6,24
498,304,61,3615,7.3,5.2,22,4.4,66,34,284,82.2,26
339,189,55.8,2340,6.9,4.7,10,2.9,73,46,324,80.7,16
505,285,56.4,3661,7.2,4,18,3.6,65,23,201,77.7,20
423,206,48.7,3286,7.8,6.6,20,4.7,63,45,341,77.4,28
472,259,54.9,3724,7.9,5.5,25,5.3,65,24,196,77,26
374,190,50.8,2669,7.1,4.8,12,3.2,53,34,272,76.8,18
420,252,60,3169,7.5,3.6,20,4.8,85,17,140,75.6,15
457,270,59.1,2932,6.4,3.3,15,3.3,67,42,326,75.3,15
458,238,52,3572,7.8,3.1,15,3.3,84,43,387,74.4,14
535,286,53.5,3793,7.1,5.2,26,4.9,74,43,347,73.4,28
578,347,60,3652,6.3,2.9,21,3.6,50,17,119,73.1,17
310,176,56.8,2160,7,4.5,16,5.2,51,26,223,72,14
370,204,55.1,2626,7.1,4.3,19,5.1,64,30,241,70.6,16
255,134,52.5,1535,6,3.5,8,3.1,68,15,145,69.6,9
566,315,55.7,3397,6,4.1,24,4.2,55,36,249,69.3,23
290,163,56.2,1854,6.4,3.8,14,4.8,50,21,178,68.1,11
380,204,53.7,2505,6.6,4.5,20,5.3,57,39,286,67.3,17
334,171,51.2,2660,8,4.8,22,6.6,72,25,222,66.5,16
265,134,50.6,1743,6.6,4.9,14,5.3,61,39,319,66,13
322,179,55.6,2247,7,3.1,18,5.6,78,32,256,64.5,10
324,163,50.3,2090,6.5,4.3,18,5.6,55,29,212,62.1,14
270,146,54.1,1484,5.5,2.2,14,5.2,40,37,244,55.8,6
378,194,51.3,2218,5.9,2.4,20,5.3,51,25,183,55.2,9
368,183,49.7,2238,6.1,3,23,6.2,40,40,361,52.8,11
397,166,41.8,2448,6.2,4.5,24,6,66,7,57,52.5,18
413,231,55.9,3190,7.7,6.1,16,3.9,91,32,219,84.9,25
368,207,56.2,2915,7.9,7.6,20,5.4,70,21,222,84.7,28
381,224,58.8,2999,7.9,6.3,20,5.2,55,22,130,83,24
235,148,63,1791,7.6,4.7,11,4.7,63,18,165,82.4,11
471,291,61.8,3416,7.3,3.6,16,3.4,71,37,301,81.7,17
399,222,55.6,2906,7.3,5.3,15,3.8,69,29,229,80.7,21
267,146,54.7,1802,6.7,4.1,8,3,42,36,238,77,11
351,199,56.7,2294,6.5,5.1,17,4.8,47,25,237,73.5,18
443,248,56,3283,7.4,3.4,20,4.5,64,44,284,72.1,15
330,175,53,2136,6.5,4.8,15,4.5,92,29,243,70.5,16
368,199,54.1,2473,6.7,4.3,17,4.6,80,15,123,70.4,16
572,345,60.3,3468,6.1,4.4,32,5.6,58,27,254,68.9,25
398,206,51.8,2487,6.2,4,16,4,56,41,288,67.9,16
477,240,50.3,3121,6.5,3.4,18,3.8,74,20,166,66.7,16
444,229,51.6,2995,6.7,2.9,19,4.3,68,32,216,65.1,13
362,181,50,2824,7.8,4.1,23,6.4,75,21,184,63.6,15
266,124,46.6,2002,7.5,4.9,16,6,77,28,228,63.5,13
406,237,58.4,2944,7.3,3.9,30,7.4,49,37,347,63.3,16
390,187,47.9,2593,6.6,3.3,18,4.6,63,42,391,61.6,13
369,187,50.7,2489,6.7,2.7,18,4.9,71,39,349,61.1,10
328,168,51.2,2093,6.4,3,17,5.2,58,35,258,59.9,10
319,173,54.2,2219,7,3.1,22,6.9,57,30,237,58,10
290,159,54.8,1573,5.4,1.7,13,4.5,44,18,171,57.4,5
264,141,53.4,1718,6.5,1.9,16,6.1,61,26,208,54.8,5
296,154,52,1882,6.4,3.4,21,7.1,67,32,340,53.6,10
301,143,47.5,2096,7,4,23,7.6,67,28,205,52.1,12
302,137,45.4,1570,5.2,2.6,22,7.3,58,17,156,40,8
307,180,58.6,2252,7.3,7.2,13,4.2,73,36,303,87.8,22
361,210,58.2,2620,7.3,5,9,2.5,67,30,219,87,18
216,122,56.5,1551,7.2,5.1,6,2.8,58,17,151,84.5,11
254,131,51.6,1929,7.6,5.5,8,3.1,81,43,338,82,14
393,224,57,2686,6.8,4.3,11,2.8,78,26,221,80.8,17
294,169,57.5,2176,7.4,6.8,20,6.8,44,16,141,75.2,20
314,162,51.6,2523,8,5.4,19,6.1,65,26,235,71.4,17
323,166,51.4,2145,6.6,3.4,11,3.4,94,28,197,69.7,11
258,155,60.1,1734,6.7,3.5,14,5.4,59,22,232,69.2,9
205,113,55.1,1284,6.3,3.9,9,4.4,59,36,288,68.8,8
240,135,56.2,1359,5.7,2.5,7,2.9,39,34,302,68.7,6
201,99,49.3,1187,5.9,4,7,3.5,59,22,180,66.5,8
305,160,52.5,2162,7.1,5.6,21,6.9,68,14,155,65.2,17
355,186,52.4,2542,7.2,3.7,20,5.6,69,13,89,64.3,13
319,169,53,1987,6.2,4.1,18,5.6,85,20,198,62.3,13
248,128,51.6,1693,6.8,3.6,14,5.6,47,30,242,62.1,9
293,154,52.6,2004,6.8,3.8,18,6.1,75,23,200,61.3,11
346,166,48,2183,6.3,5.2,21,6.1,55,47,342,60.4,18
265,133,50.2,1863,7,4.2,17,6.4,87,24,203,60.3,11
282,143,50.7,1823,6.5,3.2,15,5.3,49,30,285,59.8,9
211,109,51.7,1240,5.9,2.4,11,5.2,78,12,106,55.8,5
457,221,48.4,2803,6.1,2.6,24,5.3,42,36,273,54.8,12
251,104,41.4,1687,6.7,6.4,19,7.6,82,11,43,54.3,16
220,113,51.4,1346,6.1,2.3,14,6.4,95,21,187,51.4,5
241,103,42.7,1346,5.6,1.7,14,5.8,82,32,262,42.3,4
291,194,66.7,2737,9.4,9.3,17,5.8,88,19,203,103.4,27
343,207,60.3,3104,9,7,9,2.6,79,29,284,102.5,24
291,168,57.7,2191,7.5,5.8,8,2.7,74,55,397,89.6,17
412,255,61.9,2961,7.2,4.1,8,1.9,56,25,221,89.3,17
388,218,56.2,2946,7.6,4.6,13,3.4,77,17,132,82,18
369,208,56.4,2715,7.4,3.8,11,3,53,29,215,79.9,14
272,162,59.6,2097,7.7,4,12,4.4,47,30,266,78.9,11
338,189,55.9,2682,7.9,3.6,13,3.8,57,31,284,77.6,12
312,178,57.1,2113,6.8,5.4,14,4.5,52,16,142,77.3,17
338,179,53,2367,7,5.6,14,4.1,85,34,235,76.9,19
359,208,57.9,2535,7.1,3.9,15,4.2,81,39,220,75.4,14
206,108,52.4,1252,6.1,5.8,10,4.9,53,15,125,70.3,12
309,167,54,1795,5.8,3.2,10,3.2,67,24,234,68.6,10
270,128,47.4,1931,7.2,4.1,13,4.8,71,39,261,64.9,11
243,126,51.9,1592,6.6,5.3,16,6.6,85,26,249,63,13
302,145,48,1903,6.3,6,20,6.6,58,18,155,60.6,18
213,103,48.4,1288,6,1.9,8,3.8,74,26,189,58.2,4
311,156,50.2,1628,5.2,2.3,12,3.9,38,32,267,57.1,7
284,153,53.9,1865,6.6,3.2,20,7,63,39,285,55.6,9
246,123,50,1247,5.1,3.7,14,5.7,48,29,235,53.4,9
243,115,47.3,1465,6,2.9,14,5.8,69,28,279,52.2,7
439,208,47.4,2571,5.9,2.7,27,6.2,80,25,196,49.5,12
271,118,43.5,1580,5.8,3,15,5.5,63,24,225,49.4,8
230,114,49.6,1090,4.7,1.7,16,7,35,16,150,39.9,4
232,82,35.3,998,4.3,3,16,6.9,39,22,166,30.8,7
377,228,60.5,3169,8.4,5.6,11,2.9,55,32,247,93.9,21
425,273,64.2,2994,7,5.9,13,3.1,46,27,245,91.8,25
344,203,59,2483,7.2,5.2,8,2.3,90,38,325,89.1,18
286,165,57.7,2055,7.2,6.3,9,3.1,59,31,290,88,18
321,169,52.6,2426,7.6,7.8,17,5.3,77,20,153,81.3,25
348,198,56.9,2666,7.7,4.9,16,4.6,62,36,213,78.5,17
346,178,51.4,2440,7.1,6.6,16,4.6,96,23,138,77.2,23
285,157,55.1,2148,7.5,4.9,15,5.3,54,21,180,73.8,14
345,182,52.8,2507,7.3,5.5,19,5.5,80,6,43,71.7,19
292,151,51.7,1644,5.6,4.5,11,3.8,62,18,131,67.8,13
293,171,58.4,2296,7.8,5.5,24,8.2,53,19,202,67.4,16
363,186,51.2,2359,6.5,3,16,4.4,56,47,331,63.6,11
233,128,54.9,1562,6.7,3.9,14,6,66,23,187,63.6,9
342,163,47.7,2053,6,4.1,16,4.7,77,24,210,61,14
274,139,50.7,1976,7.2,4,18,6.6,62,22,207,60.4,11
207,102,49.3,1151,5.6,2.4,7,3.4,68,11,80,60.3,5
255,115,45.1,1662,6.5,5.1,15,5.9,68,19,197,59.3,13
205,114,55.6,1083,5.3,1.5,9,4.4,49,16,168,57,3
353,191,54.1,2095,5.9,1.7,21,5.9,54,35,284,52.8,6
326,157,48.2,2286,7,4.6,28,8.6,91,27,253,51,15
313,162,51.8,1749,5.6,1.3,19,6.1,48,28,261,47.5,4
338,159,47,1683,5,2.1,20,5.9,71,49,390,44.3,7
328,213,64.9,2667,8.1,5.5,10,3,77,36,292,95.7,18
310,178,57.4,2469,8,8.4,12,3.9,67,18,141,94.9,26
198,106,53.5,1544,7.8,5.6,6,3,50,12,101,85.1,11
244,136,55.7,1969,8.1,5.3,9,3.7,73,36,270,84.5,13
234,137,58.5,1632,7,4.3,6,2.6,51,13,96,83.5,10
351,199,56.7,2598,7.4,4.8,12,3.4,80,17,142,82.1,17
253,152,60.1,1968,7.8,6.3,15,5.9,54,27,202,80.9,16
388,200,51.5,2411,6.2,5.2,8,2.1,80,16,134,79.5,20
292,166,56.8,1874,6.4,2.7,7,2.4,56,24,172,75.3,8
247,140,56.7,1571,6.4,4,10,4,65,23,225,72.4,10
361,191,52.9,2616,7.2,5.5,22,6.1,89,19,195,69.4,20
232,119,51.3,1588,6.8,5.2,12,5.2,55,32,235,69,12
360,190,52.8,2552,7.1,3.1,15,4.2,58,45,309,68.4,11
338,193,57.1,1867,5.5,2.7,12,3.6,64,35,259,66.8,9
235,138,58.7,1573,6.7,3,13,5.5,84,25,199,65.8,7
352,173,49.1,2457,7,5.4,22,6.2,69,21,174,64.1,19
270,143,53,1610,6,3,12,4.4,57,36,328,62.4,8
239,124,51.9,1522,6.4,3.8,13,5.4,72,13,97,61.7,9
237,115,48.5,1732,7.3,3.4,13,5.5,75,12,99,61.4,8
299,142,47.5,1752,5.9,2.7,14,4.7,68,15,106,55.5,8
212,96,45.3,1274,6,1.9,8,3.8,61,7,79,55.4,4
283,142,50.2,1663,5.9,2.1,17,6,73,24,260,50.4,6
261,134,51.3,1429,5.5,2.3,16,6.1,79,26,172,49.8,6
256,117,45.7,1384,5.4,3.5,17,6.6,55,33,280,46.7,9
286,179,62.6,2428,8.5,8,15,5.2,53,43,269,94.6,23
274,169,61.7,2113,7.7,5.5,7,2.6,54,31,270,93.2,15
258,135,52.3,2008,7.8,8.5,11,4.3,69,17,126,88.8,22
260,163,62.7,1997,7.7,5.4,10,3.8,80,34,261,88.3,14
460,270,58.7,3219,7,5,12,2.6,80,31,219,86,23
218,116,53.2,1422,6.5,7.8,8,3.7,46,11,75,84.3,17
227,122,53.7,1656,7.3,6.2,9,4,64,15,88,81.3,14
329,179,54.4,2428,7.4,5.5,12,3.6,78,24,163,81.2,18
320,178,55.6,2223,6.9,4.7,10,3.1,69,22,168,80,15
230,120,52.2,1786,7.8,4.3,8,3.5,57,28,256,77.9,10
346,184,53.2,2465,7.1,5.8,17,4.9,62,26,177,74.9,20
201,101,50.2,1228,6.1,4.5,8,4,56,19,127,67.8,9
376,193,51.3,2550,6.8,3.5,17,4.5,64,37,350,65.8,13
267,140,52.4,1642,6.1,3.7,12,4.5,65,28,177,65.2,10
299,148,49.5,1719,5.7,3,20,6.7,51,44,362,49.4,9
290,154,53.1,1482,5.1,1.7,17,5.9,50,30,313,49,5
235,131,55.7,1483,6.3,3,22,9.4,46,9,67,45.8,7
225,120,53.3,1648,7.3,8.4,11,4.9,89,9,67,84.8,19
325,196,60.3,2307,7.1,5.2,12,3.7,94,8,66,84,17
378,215,56.9,2651,7,4.8,13,3.4,76,26,203,80.2,18
281,149,53,1998,7.1,6.4,12,4.3,70,14,136,79.5,18
277,154,55.6,2158,7.8,4.7,12,4.3,57,39,255,78.5,13
222,115,51.8,1392,6.3,5,6,2.7,62,11,96,76.6,11
269,147,54.6,1983,7.4,6.7,16,5.9,81,14,114,75.9,18
238,132,55.5,1783,7.5,5.9,14,5.9,60,12,82,74.6,14
301,171,56.8,1918,6.4,2.3,7,2.3,65,18,155,74,7
305,175,57.4,1835,6,4.3,12,3.9,44,28,255,72.8,13
324,162,50,2816,8.7,5.9,21,6.5,83,11,101,72.5,19
268,134,50,2066,7.7,6.7,17,6.3,82,25,149,71.8,18
339,185,54.6,2396,7.1,4.4,21,6.2,46,23,179,65.9,15
448,230,51.3,2781,6.2,4,21,4.7,66,43,347,64.6,18
308,147,47.7,1887,6.1,3.9,12,3.9,78,29,237,64.1,12
323,165,51.1,2027,6.3,3.7,15,4.6,57,12,102,63.8,12
258,136,52.7,1666,6.5,5.4,17,6.6,58,38,320,63.5,14
305,144,47.2,1994,6.5,4.3,16,5.2,80,23,183,61,13
224,108,48.2,1508,6.7,3.1,12,5.4,77,38,322,58.4,7
299,144,48.2,1711,5.7,2.3,12,4,82,37,310,57.1,7
370,190,51.4,2449,6.6,4.1,26,7,61,19,187,56.7,15
199,86,43.2,1252,6.3,3,9,4.5,49,13,86,55.5,6
198,75,37.9,1246,6.3,4.5,12,6.1,85,32,175,49.8,9
355,169,47.6,2196,6.2,2.3,25,7,62,39,385,45.7,8
211,126,59.7,1882,8.9,7.1,4,1.9,85,23,175,104.8,15
263,145,55.1,2089,7.9,7.2,9,3.4,86,23,248,90.9,19
222,138,62.2,1624,7.3,4.5,7,3.2,90,13,122,86.2,10
301,167,55.5,2504,8.3,5,13,4.3,82,30,303,81.6,15
261,136,52.1,2237,8.6,6.1,13,5,76,29,232,80.9,16
226,136,60.2,2005,8.9,4.9,16,7.1,84,21,150,75.9,11
352,180,51.1,2238,6.4,4.8,10,2.8,68,25,200,75.4,17
306,166,54.2,2221,7.3,4.2,13,4.2,71,16,110,74,13
431,233,54.1,3075,7.1,4.9,25,5.8,77,16,145,68.9,21
328,158,48.2,2158,6.6,5.8,16,4.9,88,36,319,68.6,19
269,143,53.2,1957,7.3,4.1,15,5.6,69,13,134,67.1,11
242,118,48.8,1717,7.1,6.6,16,6.6,67,18,172,66.8,16
386,226,58.5,2567,6.7,2.8,21,5.4,81,27,232,65.4,11
387,208,53.7,2642,6.8,4.7,24,6.2,71,11,111,65,18
210,96,45.7,1191,5.7,2.9,5,2.4,49,10,68,63.4,6
325,174,53.5,2319,7.1,4,23,7.1,53,22,222,60.3,13
373,203,54.4,2259,6.1,3.5,22,5.9,49,33,287,59.7,13
243,110,45.3,1626,6.7,3.3,14,5.8,57,13,139,54.7,8
291,149,51.2,1813,6.2,3.8,26,8.9,75,33,276,46.1,11
270,127,47,1702,6.3,2.6,21,7.8,62,20,152,43.8,7
225,91,40.4,1164,5.2,2.2,15,6.7,64,30,235,37,5
378,223,59,2941,7.8,6.3,10,2.6,79,8,67,93.8,24
337,202,59.9,2354,7,6.8,10,3,66,25,214,91.5,23
207,102,49.3,1819,8.8,7.2,7,3.4,89,20,166,89.8,15
389,219,56.3,2777,7.1,4.9,12,3.1,59,36,249,82.2,19
269,156,58,1806,6.7,5.9,13,4.8,51,36,274,78.1,16
327,162,49.5,2388,7.3,6.7,15,4.6,67,42,327,77.1,22
356,179,50.3,2516,7.1,6.2,15,4.2,60,15,127,76.5,22
407,211,51.8,2552,6.3,3.9,12,2.9,71,20,134,72.2,16
245,142,58,2019,8.2,4.9,17,6.9,54,31,282,72.1,12
